Function	Allocation/Deallocation Delta	Allocation Size	Deallocation Size	Allocations	Module
VVCEncoderFFApp::df::program_options_lite::OptionWriter::storePair	16385.000000	32262.000000	15877.000000	6	vvencFFapp
vvenc::IntraSearch::xIntraCodingLumaQT	15722.000000	15722.000000		14	vvencFFapp
vvenc::Reshape::initLumaLevelToWeightTableReshape	12288.000000	24576.000000	12288.000000	4	vvencFFapp
vvenc::Picture::allocateNewSlice	11680.000000	11680.000000		2	vvencFFapp
vvenc::Picture::Picture	11520.000000	11520.000000		40	vvencFFapp
vvenc::EncGOP::xInitFirstSlice	9856.000000	9856.000000		2	vvencFFapp
std::vector<vvenc::TransformUnit*, std::allocator<vvenc::TransformUnit*>>::_M_realloc_insert<vvenc::TransformUnit* const&>	9792.000000	498496.000000	488704.000000	15250	vvencFFapp
vvenc::CtxStore::CtxStore	8856.000000	17712.000000	8856.000000	8	vvencFFapp
EncApp::openFileIO	8744.000000	8744.000000		2	vvencFFapp
vvenc::ParameterSetMap<vvenc::APS>::allocatePS	7872.000000	7872.000000		8	vvencFFapp
std::vector<vvenc::CodingUnit*, std::allocator<vvenc::CodingUnit*>>::_M_realloc_insert<vvenc::CodingUnit* const&>	6816.000000	12032.000000	5216.000000	118	vvencFFapp
vvenc::EncAdaptiveLoopFilter::deriveCtbAlfEnableFlags	6770.000000	6770.000000		7	vvencFFapp
vvenc::EncReshape::init	4548.000000	9096.000000	4548.000000	18	vvencFFapp
vvenc::EncAdaptiveLoopFilter::alfEncoder	4492.000000	4492.000000		4	vvencFFapp
vvenc::EncSlice::xProcessCtus	4320.000000	8640.000000	4320.000000	2	vvencFFapp
msgApp	4096.000000	4096.000000		1	vvencFFapp
__libc_csu_init	3120.000000	3120.000000		3	vvencFFapp
vvenc::EncAdaptiveLoopFilter::deriveFilter	2246.000000	2246.000000		2	vvencFFapp
vvenc::EncCu::xCheckModeSplitInternal	2246.000000	2246.000000		2	vvencFFapp
vvenc::IntraSearch::estIntraPredLumaQT	2246.000000	2246.000000		2	vvencFFapp
vvenc::IntraSearch::xEstimateLumaRdModeList	2246.000000	2246.000000		2	vvencFFapp
vvenc::CtxStore::copyFrom.isra.169	2214.000000	2214.000000		1	vvencFFapp
vvenc::EncSlice::EncSlice	2214.000000	4428.000000	2214.000000	2	vvencFFapp
vvenc::EncSlice::initPic	2048.000000	4032.000000	1984.000000	12	vvencFFapp
vvenc::PartitionerImpl::getTUIntraSubPartitions	1760.000000	470272.000000	468512.000000	1421	vvencFFapp
vvenc::ContextSetCfg::addCtxSet	1736.000000	3352.000000	1616.000000	16	vvencFFapp
vvenc::MCTF::MCTF	1728.000000	1728.000000		6	vvencFFapp
vvenc::BinCounter::BinCounter	1476.000000	2952.000000	1476.000000	2	vvencFFapp
vvenc::EncLib::xInitPPSforTiles	1160.000000	4304.000000	3144.000000	18	vvencFFapp
_GLOBAL__sub_I_Buffer.cpp	1040.000000	1040.000000		1	vvencFFapp
vvenc::PartitionerFactory::get	928.000000	818496.000000	817568.000000	882	vvencFFapp
vvenc::ChromaQpMappingTable::setParams	912.000000	1824.000000	912.000000	6	vvencFFapp
_GLOBAL__sub_I__Z10setPresetsPN5vvenc6EncCfgEi	832.000000	832.000000		7	vvencFFapp
vvenc::EncLib::xInitPPS	760.000000	1520.000000	760.000000	6	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::Options::addOption	712.000000	71932.000000	71220.000000	1127	vvencFFapp
__register_frame	528.000000	528.000000		11	libgcc_s.so.1
_GLOBAL__sub_I_CommonDefX86.cpp	432.000000	432.000000		6	vvencFFapp
vvenc::PartitionerImpl::getMaxTuTiling	352.000000	37664.000000	37312.000000	110	vvencFFapp
std::vector<vvenc::AlfFilterShape, std::allocator<vvenc::AlfFilterShape>>::_M_realloc_insert<vvenc::AlfFilterShape>	256.000000	512.000000	256.000000	8	vvencFFapp
std::vector<vvenc::Picture*, std::allocator<vvenc::Picture*>>::_M_realloc_insert<vvenc::Picture* const&>	256.000000	960.000000	704.000000	8	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionWriter::storePair.constprop.108	240.000000	240.000000		3	vvencFFapp
std::vector<int, std::allocator<int>>::_M_assign_aux<int const*>	240.000000	12732.000000	12492.000000	298	vvencFFapp
std::vector<vvenc::Ctx*, std::allocator<vvenc::Ctx*>>::_M_realloc_insert<vvenc::Ctx* const&>	192.000000	320.000000	128.000000	5	vvencFFapp
vvenc::EncLib::xInitDCI	160.000000	160.000000		1	vvencFFapp
vvenc::EncLib::encodePicture	152.000000	304.000000	152.000000	2	vvencFFapp
vvenc::SampleAdaptiveOffset::init	129.000000	258.000000	129.000000	2	vvencFFapp
_GLOBAL__sub_I_Contexts.cpp	96.000000	96.000000		1	vvencFFapp
vvenc::Partitioner::initCtu	88.000000	89496.000000	89408.000000	1017	vvencFFapp
vvenc::InterSearch::xAffineMotionEstimation	80.000000	68811104.000000	68811024.000000	1414076	vvencFFapp
vvenc::InterSearch::xEstimateInterResidualQT	64.000000	64.000000		2	vvencFFapp
std::vector<double, std::allocator<double>>::emplace_back<double>	32.000000	32.000000		1	vvencFFapp
vvenc::EncPicture::xWriteSliceData	32.000000	32.000000		1	vvencFFapp
EncAppCfg::parseCfg	0.0	27705.000000	27705.000000	82	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::CfgStreamParser::scanLine	0.0	18556.000000	18556.000000	66	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::CfgStreamParser::scanStream	0.0	38826.000000	38826.000000	300	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::CfgStreamParser::where[abi:cxx11]	0.0	70547.000000	70547.000000	250	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::Option<IStreamToRefVec<double>>::getDefault[abi:cxx11]	0.0	1026.000000	1026.000000	2	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::Option<vvenc::GOPEntry>::parse	0.0	14717.000000	14717.000000	128	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionSpecific::operator()<IStreamToVec<int>>	0.0	792.000000	792.000000	9	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionSpecific::operator()<bool>	0.0	8712.000000	8712.000000	99	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionSpecific::operator()<double>	0.0	616.000000	616.000000	7	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionSpecific::operator()<int>	0.0	10120.000000	10120.000000	115	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionSpecific::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>	0.0	1008.000000	1008.000000	9	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::OptionSpecific::operator()<unsigned int>	0.0	2552.000000	2552.000000	29	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::doHelp	0.0	115535.000000	115535.000000	560	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::doHelpOpt.constprop.109	0.0	309852.000000	309852.000000	604	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::parseConfigFile	0.0	17584.000000	17584.000000	6	vvencFFapp
VVCEncoderFFApp::df::program_options_lite::scanArgv[abi:cxx11]	0.0	576.000000	576.000000	8	vvencFFapp
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::_M_construct<char const*>.isra.187	0.0	237.000000	237.000000	1	vvencFFapp
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::_M_construct<char const*>.isra.99	0.0	28533.000000	28533.000000	400	vvencFFapp
std::deque<vvenc::TemporalFilterSourcePicInfo, std::allocator<vvenc::TemporalFilterSourcePicInfo>>::_M_push_back_aux<vvenc::TemporalFilterSourcePicInfo>	0.0	912.000000	912.000000	2	vvencFFapp
std::vector<std::pair<int, bool>, std::allocator<std::pair<int, bool>>>::emplace_back<std::pair<int, bool>>	0.0	706103136.000000	706103136.000000	14710482	vvencFFapp
std::vector<unsigned int, std::allocator<unsigned int>>::_M_realloc_insert<unsigned int const&>	0.0	32.000000	32.000000	1	vvencFFapp
std::vector<vvenc::GeoMergeCombo, std::allocator<vvenc::GeoMergeCombo>>::_M_realloc_insert<vvenc::GeoMergeCombo>	0.0	1685045952.000000	1685045952.000000	1612306	vvencFFapp
vvenc::CompStorage::create	0.0	528472000.000000	528472000.000000	3948626	vvencFFapp
vvenc::EncCfg::initCfgParameter	0.0	233.000000	233.000000	2	vvencFFapp
vvenc::EncCu::xCheckRDCostIntra	0.0	597623752.000000	597623752.000000	2420571	vvencFFapp
vvenc::EncGOP::encodePicture	0.0	304.000000	304.000000	2	vvencFFapp
vvenc::EncGOP::xCalculateAddPSNR	0.0	54715.000000	54715.000000	6	vvencFFapp
vvenc::EncGOP::xWriteAPS	0.0	928.000000	928.000000	3	vvencFFapp
vvenc::EncGOP::xWritePPS	0.0	408.000000	408.000000	1	vvencFFapp
vvenc::EncGOP::xWritePictureSlices	0.0	54421.000000	54421.000000	2	vvencFFapp
vvenc::EncGOP::xWriteSPS	0.0	408.000000	408.000000	1	vvencFFapp
vvenc::EncLib::xDetectScreenC	0.0	20970880.000000	20970880.000000	300	vvencFFapp
vvenc::EncReshape::calcSeqStats	0.0	78784.000000	78784.000000	7	vvencFFapp
vvenc::EncReshape::deriveReshapeParametersSDR	0.0	320.000000	320.000000	3	vvencFFapp
vvenc::EncSampleAdaptiveOffset::deriveLoopFilterBoundaryAvailibility	0.0	72900.000000	72900.000000	135	vvencFFapp
vvenc::EncSlice::encodeSliceData	0.0	32.000000	32.000000	1	vvencFFapp
vvenc::HLSWriter::codeSliceHeader	0.0	540.000000	540.000000	1	vvencFFapp
vvenc::MCTF::bilateralFilter	0.0	1248.000000	1248.000000	7	vvencFFapp
vvenc::MCTF::filter	0.0	16813560.000000	16813560.000000	46	vvencFFapp
vvenc::PartitionerImpl::getCUSubPartitions	0.0	798512.000000	798512.000000	2880	vvencFFapp
vvenc::PartitionerImpl::getSbtTuTiling	0.0	28160.000000	28160.000000	160	vvencFFapp
vvenc::print[abi:cxx11]	0.0	1381.000000	1381.000000	7	vvencFFapp
vvenc::readYuvPlane	0.0	76800.000000	76800.000000	60	vvencFFapp
vvenc::write	0.0	240303.000000	240303.000000	13	vvencFFapp
vvenc::writeAnnexB	0.0	108724.000000	108724.000000	6	vvencFFapp
vvenc::writeYuvPlane	0.0	7680.000000	7680.000000	3	vvencFFapp
[Unknown]				1	[Unknown]
