Function	Allocation/Deallocation Delta	Allocation Size	Deallocation Size	Allocations	Module
PPS::initRectSlices	0.0	32.000000	32.000000	1	DecoderAppStatic
PPS::initSubPic	0.0	2120.000000	2120.000000	7	DecoderAppStatic
ParameterSetManager::getVPS	0.0	59832.000000	59832.000000	2	DecoderAppStatic
PartitionerImpl::getCUSubPartitions	0.0	1295712.000000	1295712.000000	5761	DecoderAppStatic
PartitionerImpl::getMaxTuTiling	0.0	4576.000000	4576.000000	19	DecoderAppStatic
PartitionerImpl::getSbtTuTiling	0.0	131120.000000	131120.000000	745	DecoderAppStatic
PartitionerImpl::getTUIntraSubPartitions	0.0	42240.000000	42240.000000	122	DecoderAppStatic
PelStorage::create	0.0	117828864.000000	117828864.000000	84	DecoderAppStatic
Picture::Picture	0.0	1728.000000	1728.000000	6	DecoderAppStatic
Picture::allocateNewSlice	0.0	23160.000000	23160.000000	3	DecoderAppStatic
Picture::finalInit	0.0	7644.000000	7644.000000	6	DecoderAppStatic
QTBTPartitioner::initCtu	0.0	47520.000000	47520.000000	540	DecoderAppStatic
Quant::xInitScalingList	0.0	18727200.000000	18727200.000000	1	DecoderAppStatic
QuantRDOQ::xInitScalingList	0.0	18727200.000000	18727200.000000	1	DecoderAppStatic
Reshape::createDec	0.0	4388.000000	4388.000000	8	DecoderAppStatic
SPS::createRPLList0	0.0	16800.000000	16800.000000	1	DecoderAppStatic
SPS::createRPLList1	0.0	16800.000000	16800.000000	1	DecoderAppStatic
SampleAdaptiveOffset::offsetCTU	0.0	258.000000	258.000000	2	DecoderAppStatic
ScalingList::ScalingList	0.0	16512.000000	16512.000000	78	DecoderAppStatic
Slice::checkSubpicTypeConstraints	0.0	1620.000000	1620.000000	3	DecoderAppStatic
SliceMap::addCtusToSlice	0.0	6048.000000	6048.000000	18	DecoderAppStatic
TrQuant::init	0.0	1024512.000000	1024512.000000	4	DecoderAppStatic
_Z28getListOfColourSpaceConvertsB5cxx11b	0.0	36.000000	36.000000	1	DecoderAppStatic
detail::aligned_malloc<short>	0.0	1162016.000000	1162016.000000	30	DecoderAppStatic
df::program_options_lite::ArgvParser::parseSHORT	0.0	154.000000	154.000000	2	DecoderAppStatic
df::program_options_lite::OptionSpecific::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>	0.0	2223.000000	2223.000000	22	DecoderAppStatic
df::program_options_lite::OptionWriter::storePair	0.0	744.000000	744.000000	4	DecoderAppStatic
df::program_options_lite::Options::addOption	0.0	7339.000000	7339.000000	105	DecoderAppStatic
initGeoTemplate	0.0	301568.000000	301568.000000	13	DecoderAppStatic
initROM	0.0	3125160.000000	3125160.000000	381	DecoderAppStatic
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::_M_construct<char*>.isra.45	0.0	1943.000000	1943.000000	23	DecoderAppStatic
std::vector<AlfFilterShape, std::allocator<AlfFilterShape>>::_M_realloc_insert<AlfFilterShape>	0.0	256.000000	256.000000	4	DecoderAppStatic
std::vector<Channel, std::allocator<Channel>>::_M_realloc_insert<Channel>	0.0	5080.000000	5080.000000	7	DecoderAppStatic
std::vector<CodingUnit*, std::allocator<CodingUnit*>>::_M_realloc_insert<CodingUnit* const&>	0.0	262048.000000	262048.000000	34	DecoderAppStatic
std::vector<DecLib::AccessUnitInfo, std::allocator<DecLib::AccessUnitInfo>>::_M_realloc_insert<DecLib::AccessUnitInfo const&>	0.0	144.000000	144.000000	2	DecoderAppStatic
std::vector<DecLib::NalUnitInfo, std::allocator<DecLib::NalUnitInfo>>::_M_realloc_insert<DecLib::NalUnitInfo const&>	0.0	96.000000	96.000000	2	DecoderAppStatic
std::vector<NalUnitType, std::allocator<NalUnitType>>::_M_realloc_insert<NalUnitType const&>	0.0	32.000000	32.000000	1	DecoderAppStatic
std::vector<PredictionUnit*, std::allocator<PredictionUnit*>>::_M_realloc_insert<PredictionUnit* const&>	0.0	262048.000000	262048.000000	34	DecoderAppStatic
std::vector<SubPic, std::allocator<SubPic>>::_M_realloc_insert<SubPic>	0.0	1932.000000	1932.000000	6	DecoderAppStatic
std::vector<TransformUnit*, std::allocator<TransformUnit*>>::_M_realloc_insert<TransformUnit* const&>	0.0	262048.000000	262048.000000	34	DecoderAppStatic
std::vector<int, std::allocator<int>>::_M_assign_aux<int const*>	0.0	1032.000000	1032.000000	16	DecoderAppStatic
std::vector<unsigned int, std::allocator<unsigned int>>::emplace_back<unsigned int>	0.0	192.000000	192.000000	4	DecoderAppStatic
tracing_init	0.0	1672.000000	1672.000000	2	DecoderAppStatic
[Unknown]				1	[Unknown]
