Function	Allocation/Deallocation Delta	Allocation Size	Deallocation Size	Allocations	Module
func@0x8f3f0	72704.000000	72704.000000		1	libstdc++.so.6
CodingStructure::addTU	61776.000000	61776.000000		297	EncoderAppStatic
IntraSearch::estIntraPredLumaQT	60468.000000	3261556.000000	3201088.000000	36423	EncoderAppStatic
VideoIOYuv::open	17488.000000	17488.000000		4	EncoderAppStatic
SPS::createRPLList0	16800.000000	16800.000000		1	EncoderAppStatic
SPS::createRPLList1	16800.000000	16800.000000		1	EncoderAppStatic
IntraSearch::xRecurIntraCodingLumaQT	16686.000000	16686.000000		19	EncoderAppStatic
RdCost::initLumaLevelToWeightTableReshape	16384.000000	16384.000000		2	EncoderAppStatic
EncCu::xCheckBestMode	15918.000000	15918.000000		7	EncoderAppStatic
EncCu::xCompressCU	15918.000000	15918.000000		7	EncoderAppStatic
EncLib::init	13096.000000	13096.000000		4	EncoderAppStatic
EncCu::xCheckModeSplit	11690.000000	11690.000000		10	EncoderAppStatic
EncCu::init	11264.000000	11264.000000		130	EncoderAppStatic
ScalingList::ScalingList	11008.000000	11008.000000		52	EncoderAppStatic
std::vector<Position, std::allocator<Position>>::_M_realloc_insert<Position const&>	9760.000000	15232.000000	5472.000000	216	EncoderAppStatic
EncApp::createLib	8968.000000	8968.000000		4	EncoderAppStatic
df::program_options_lite::OptionWriter::storePair	8351.000000	21185.000000	12834.000000	32	EncoderAppStatic
EncGOP::init	8192.000000	8192.000000		1	EncoderAppStatic
Picture::allocateNewSlice	7720.000000	7720.000000		1	EncoderAppStatic
__static_initialization_and_destruction_0.constprop.173	7640.000000	7722.000000	82.000000	69	EncoderAppStatic
__static_initialization_and_destruction_0.constprop.312	7280.000000	7362.000000	82.000000	67	EncoderAppStatic
__static_initialization_and_destruction_0.constprop.844	7280.000000	7362.000000	82.000000	67	EncoderAppStatic
__static_initialization_and_destruction_0.constprop.97	7280.000000	7362.000000	82.000000	67	EncoderAppStatic
std::vector<TransformUnit*, std::allocator<TransformUnit*>>::_M_realloc_insert<TransformUnit* const&>	6336.000000	10784.000000	4448.000000	102	EncoderAppStatic
std::vector<CodingUnit*, std::allocator<CodingUnit*>>::_M_realloc_insert<CodingUnit* const&>	4960.000000	8960.000000	4000.000000	64	EncoderAppStatic
std::vector<PredictionUnit*, std::allocator<PredictionUnit*>>::_M_realloc_insert<PredictionUnit* const&>	4960.000000	8960.000000	4000.000000	64	EncoderAppStatic
CtxStore<BinProbModel_Std>::CtxStore	4548.000000	4548.000000		2	EncoderAppStatic
EncLib::EncLib	4548.000000	4548.000000		2	EncoderAppStatic
EncReshape::createEnc	4548.000000	4548.000000		9	EncoderAppStatic
ChromaQpMappingTable::derivedChromaQPMappingTables	3040.000000	3040.000000		76	EncoderAppStatic
ParameterSetMap<APS>::allocatePS	3024.000000	3024.000000		2	EncoderAppStatic
EncLib::xGetNewPicBuffer	2808.000000	2808.000000		1	EncoderAppStatic
CDTrace::CDTrace	2664.000000	3216.000000	552.000000	38	EncoderAppStatic
std::vector<Channel, std::allocator<Channel>>::_M_realloc_insert<Channel>	2560.000000	5080.000000	2520.000000	7	EncoderAppStatic
Picture::finalInit	2548.000000	2548.000000		2	EncoderAppStatic
ContextSetCfg::addCtxSet	1712.000000	3312.000000	1600.000000	16	EncoderAppStatic
BinCounter::BinCounter	1516.000000	1516.000000		1	EncoderAppStatic
PartitionerImpl::getCUSubPartitions	1408.000000	3629208.000000	3627800.000000	17850	EncoderAppStatic
PPS::initSubPic	1128.000000	2120.000000	992.000000	7	EncoderAppStatic
_GLOBAL__sub_I_InterSearch.cpp	1040.000000	1040.000000		1	EncoderAppStatic
_GLOBAL__sub_I_RdCost.cpp	1040.000000	1040.000000		1	EncoderAppStatic
__libc_csu_init	1040.000000	1040.000000		1	EncoderAppStatic
SliceMap::addCtusToSlice	1024.000000	2016.000000	992.000000	6	EncoderAppStatic
std::vector<EncTestMode, std::allocator<EncTestMode>>::_M_realloc_insert<EncTestMode>	960.000000	7516992.000000	7516032.000000	90356	EncoderAppStatic
CodingStructure::clearTUs	952.000000	2888.000000	1936.000000	12	EncoderAppStatic
EncApp::xCreateLib	792.000000	792.000000		9	EncoderAppStatic
CodingStructure::clearCUs	736.000000	2384.000000	1648.000000	8	EncoderAppStatic
CodingStructure::clearPUs	736.000000	2384.000000	1648.000000	8	EncoderAppStatic
CDTrace::update	720.000000	3055577112.000000	3055576392.000000	42438571	EncoderAppStatic
ParameterSetMap<PPS>::allocatePS	656.000000	656.000000		2	EncoderAppStatic
std::vector<SubPic, std::allocator<SubPic>>::_M_realloc_insert<SubPic>	644.000000	644.000000		2	EncoderAppStatic
PPS::initRectSliceMap	588.000000	588.000000		2	EncoderAppStatic
Picture::Picture	576.000000	576.000000		2	EncoderAppStatic
__register_frame	528.000000	528.000000		11	libgcc_s.so.1
std::vector<Ctx*, std::allocator<Ctx*>>::_M_realloc_insert<Ctx* const&>	512.000000	992.000000	480.000000	5	EncoderAppStatic
_GLOBAL__sub_I_CommonDefX86.cpp	432.000000	432.000000		6	EncoderAppStatic
df::program_options_lite::Options::addOption	432.000000	342427.000000	341995.000000	4915	EncoderAppStatic
tracing_init	192.000000	1672.000000	1480.000000	2	EncoderAppStatic
EncApp::xInitLibCfg	168.000000	336.000000	168.000000	2	EncoderAppStatic
EncLib::xInitDCI	168.000000	336.000000	168.000000	2	EncoderAppStatic
EncLib::xInitPPS	160.000000	160.000000		1	EncoderAppStatic
std::vector<unsigned int, std::allocator<unsigned int>>::emplace_back<unsigned int>	128.000000	192.000000	64.000000	4	EncoderAppStatic
DecCu::initDecCuReshaper	112.000000	112.000000		1	EncoderAppStatic
_GLOBAL__sub_I_Contexts.cpp	96.000000	96.000000		1	EncoderAppStatic
EncAppCfg::parseCfg	88.000000	111993.000000	111905.000000	1144	EncoderAppStatic
QTBTPartitioner::initCtu	88.000000	1144.000000	1056.000000	13	EncoderAppStatic
df::program_options_lite::Option<std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double>>>>::parse	48.000000	105.000000	57.000000	2	EncoderAppStatic
PPS::initRectSlices	32.000000	32.000000		1	EncoderAppStatic
CABACWriter::cu_residual	0.0	114048.000000	114048.000000	1296	EncoderAppStatic
CompStorage::create	0.0	294912.000000	294912.000000	144	EncoderAppStatic
EncAppCfg::xCheckParameter	0.0	95.000000	95.000000	1	EncoderAppStatic
EncCu::xCheckRDCostIntra	0.0	1056.000000	1056.000000	12	EncoderAppStatic
EncLib::xInitVPS	0.0	7784.000000	7784.000000	1	EncoderAppStatic
EncReshape::calcSeqStats	0.0	157632.000000	157632.000000	14	EncoderAppStatic
EncReshape::deriveReshapeParametersSDR	0.0	320.000000	320.000000	3	EncoderAppStatic
PPS::checkSliceMap	0.0	1080.000000	1080.000000	2	EncoderAppStatic
PartitionerImpl::getTUIntraSubPartitions	0.0	40467504.000000	40467504.000000	139340	EncoderAppStatic
VideoIOYuv::read	0.0	3840.000000	3840.000000	3	EncoderAppStatic
_Z28getListOfColourSpaceConvertsB5cxx11b	0.0	96.000000	96.000000	2	EncoderAppStatic
df::program_options_lite::ArgvParser::parseSHORT	0.0	482.000000	482.000000	8	EncoderAppStatic
df::program_options_lite::CfgStreamParser::scanLine	0.0	4690.000000	4690.000000	18	EncoderAppStatic
df::program_options_lite::CfgStreamParser::scanStream	0.0	20236.000000	20236.000000	266	EncoderAppStatic
df::program_options_lite::CfgStreamParser::where[abi:cxx11]	0.0	64419.000000	64419.000000	232	EncoderAppStatic
df::program_options_lite::Option<GOPEntry>::parse	0.0	3680.000000	3680.000000	32	EncoderAppStatic
df::program_options_lite::Option<double>::parse	0.0	114.000000	114.000000	2	EncoderAppStatic
df::program_options_lite::OptionBase::OptionBase	0.0	1153.000000	1153.000000	9	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<SMultiValueInput<bool>>	0.0	1097.000000	1097.000000	10	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<SMultiValueInput<double>>	0.0	819.000000	819.000000	6	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<SMultiValueInput<int>>	0.0	3485.000000	3485.000000	39	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<SMultiValueInput<unsigned int>>	0.0	6378.000000	6378.000000	64	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<bool>.constprop.439	0.0	33364.000000	33364.000000	448	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<bool>.constprop.440	0.0	9796.000000	9796.000000	124	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<double>	0.0	5344.000000	5344.000000	60	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<int>	0.0	19999.000000	19999.000000	242	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<int>.constprop.437	0.0	15359.000000	15359.000000	193	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>	0.0	2960.000000	2960.000000	28	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>>.constprop.438	0.0	34974.000000	34974.000000	442	EncoderAppStatic
df::program_options_lite::OptionSpecific::operator()<unsigned int>	0.0	10512.000000	10512.000000	122	EncoderAppStatic
df::program_options_lite::parseConfigFile	0.0	17566.000000	17566.000000	6	EncoderAppStatic
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char>>::_M_construct<char*>.isra.396	0.0	81.000000	81.000000	1	EncoderAppStatic
std::vector<std::pair<int, bool>, std::allocator<std::pair<int, bool>>>::emplace_back<std::pair<int, bool>>	0.0	13923840.000000	13923840.000000	290080	EncoderAppStatic
std::vector<std::pair<int, int>, std::allocator<std::pair<int, int>>>::emplace_back<std::pair<int, int>>	0.0	13923840.000000	13923840.000000	290080	EncoderAppStatic
[Unknown]				1	[Unknown]
